Activity_ID,Lead_ID,Activity_Type,Activity_Date,Outcome
A00579,L0285,Website Visit,2026-02-23,Services Page
A00580,L0315,Meeting,2026-02-23,Completed
A00581,L0345,Email,2026-02-23,Replied
A00582,L0013,Call,2026-02-24,Connected
A00583,L0020,Call,2026-02-24,No Answer
A00584,L0039,Call,2026-02-24,Connected
A00585,L0049,Email,2026-02-24,Replied
A00586,L0067,Meeting,2026-02-24,Completed
A00587,L0082,Call,2026-02-24,Callback Requested
A00588,L0100,Website Visit,2026-02-24,Contact Page
A00589,L0115,Meeting,2026-02-24,Rescheduled
A00590,L0123,Call,2026-02-24,Callback Requested
A00591,L0168,Email,2026-02-24,Opened
A00592,L0193,Call,2026-02-24,Callback Requested
A00593,L0217,Call,2026-02-24,Connected
A00594,L0233,Call,2026-02-24,No Answer
A00595,L0250,Call,2026-02-24,No Answer
A00596,L0267,Website Visit,2026-02-24,Case Study
A00597,L0274,Call,2026-02-24,Connected
A00598,L0283,Call,2026-02-24,No Answer
A00599,L0289,Meeting,2026-02-24,Rescheduled
A00600,L0316,Meeting,2026-02-24,Rescheduled
A00601,L0337,Call,2026-02-24,Connected
A00602,L0010,Email,2026-02-25,Replied
A00603,L0016,Website Visit,2026-02-25,Blog
A00604,L0028,Call,2026-02-25,Callback Requested
A00605,L0045,Website Visit,2026-02-25,Case Study
A00606,L0073,Email,2026-02-25,No Response
A00607,L0088,Call,2026-02-25,Connected
A00608,L0104,Website Visit,2026-02-25,Services Page
A00609,L0116,Email,2026-02-25,No Response
A00610,L0159,Website Visit,2026-02-25,Services Page
A00611,L0204,Call,2026-02-25,Connected
A00612,L0250,Call,2026-02-25,Connected
A00613,L0250,Email,2026-02-25,Replied
A00614,L0257,Website Visit,2026-02-25,Contact Page
A00615,L0258,Website Visit,2026-02-25,Services Page
A00616,L0262,Website Visit,2026-02-25,Blog
A00617,L0297,Website Visit,2026-02-25,Services Page
A00618,L0320,Meeting,2026-02-25,Completed
A00619,L0320,Website Visit,2026-02-25,Case Study
A00620,L0325,Email,2026-02-25,No Response
A00621,L0336,Call,2026-02-25,Connected
A00622,L0356,Website Visit,2026-02-25,Blog
A00623,L0024,Website Visit,2026-02-26,Case Study
A00624,L0071,Website Visit,2026-02-26,Contact Page
A00625,L0094,Website Visit,2026-02-26,Blog
A00626,L0114,Call,2026-02-26,Connected
A00627,L0120,Call,2026-02-26,Connected
A00628,L0125,Meeting,2026-02-26,Rescheduled
A00629,L0131,Website Visit,2026-02-26,Blog
A00630,L0153,Call,2026-02-26,No Answer
A00631,L0157,Call,2026-02-26,Connected
A00632,L0160,Website Visit,2026-02-26,Contact Page
A00633,L0186,Call,2026-02-26,Voicemail
A00634,L0198,Email,2026-02-26,No Response
A00635,L0235,Website Visit,2026-02-26,Services Page
A00636,L0237,Website Visit,2026-02-26,Services Page
A00637,L0285,Call,2026-02-26,Connected
A00638,L0302,Email,2026-02-26,Opened
A00639,L0318,Website Visit,2026-02-26,Pricing Page
A00640,L0075,Website Visit,2026-02-27,Case Study
A00641,L0113,Meeting,2026-02-27,Completed
A00642,L0144,Call,2026-02-27,Connected
A00643,L0176,Email,2026-02-27,No Response
A00644,L0197,Website Visit,2026-02-27,Services Page
A00645,L0200,Call,2026-02-27,No Answer
A00646,L0212,Call,2026-02-27,No Answer
A00647,L0229,Email,2026-02-27,Opened
A00648,L0236,Website Visit,2026-02-27,Case Study
A00649,L0292,Meeting,2026-02-27,Completed
A00650,L0317,Email,2026-02-27,Bounced
A00651,L0044,Call,2026-02-28,No Answer
A00652,L0044,Email,2026-02-28,Replied
A00653,L0046,Website Visit,2026-02-28,Services Page
A00654,L0049,Website Visit,2026-02-28,Pricing Page
A00655,L0105,Call,2026-02-28,No Answer
A00656,L0138,Call,2026-02-28,No Answer
A00657,L0141,Website Visit,2026-02-28,Case Study
A00658,L0204,Website Visit,2026-02-28,Blog
A00659,L0226,Call,2026-02-28,Connected
A00660,L0279,Meeting,2026-02-28,No Show
A00661,L0309,Email,2026-02-28,Opened
A00662,L0321,Email,2026-02-28,No Response
A00663,L0328,Meeting,2026-02-28,Completed
A00664,L0334,Email,2026-02-28,No Response
A00665,L0340,Website Visit,2026-02-28,Contact Page
A00666,L0341,Website Visit,2026-02-28,Case Study
A00667,L0357,Website Visit,2026-02-28,Services Page
A00668,L0371,Website Visit,2026-02-28,Case Study
A00669,L0015,Email,2026-03-01,Opened
A00670,L0036,Website Visit,2026-03-01,Case Study
A00671,L0050,Website Visit,2026-03-01,Contact Page
A00672,L0086,Meeting,2026-03-01,Completed
A00673,L0088,Meeting,2026-03-01,Completed
A00674,L0097,Call,2026-03-01,No Answer
A00675,L0097,Email,2026-03-01,No Response
A00676,L0120,Email,2026-03-01,No Response
A00677,L0125,Website Visit,2026-03-01,Blog
A00678,L0129,Website Visit,2026-03-01,Blog
A00679,L0167,Call,2026-03-01,No Answer
A00680,L0231,Website Visit,2026-03-01,Services Page
A00681,L0237,Call,2026-03-01,Connected
A00682,L0242,Website Visit,2026-03-01,Contact Page
A00683,L0257,Website Visit,2026-03-01,Case Study
A00684,L0318,Website Visit,2026-03-01,Blog
A00685,L0336,Website Visit,2026-03-01,Blog
A00686,L0357,Email,2026-03-01,Replied
A00687,L0375,Website Visit,2026-03-01,Case Study
A00688,L0382,Email,2026-03-01,No Response
A00689,L0011,Call,2026-03-02,Callback Requested
A00690,L0032,Call,2026-03-02,No Answer
A00691,L0067,Meeting,2026-03-02,Completed
A00692,L0078,Email,2026-03-02,Replied
A00693,L0111,Email,2026-03-02,Replied
A00694,L0142,Website Visit,2026-03-02,Contact Page
A00695,L0176,Call,2026-03-02,Callback Requested
A00696,L0207,Call,2026-03-02,Voicemail
A00697,L0231,Meeting,2026-03-02,Completed
A00698,L0233,Website Visit,2026-03-02,Contact Page
A00699,L0234,Website Visit,2026-03-02,Case Study
A00700,L0236,Website Visit,2026-03-02,Pricing Page
A00701,L0247,Call,2026-03-02,Callback Requested
A00702,L0247,Website Visit,2026-03-02,Contact Page
A00703,L0279,Call,2026-03-02,Connected
A00704,L0325,Website Visit,2026-03-02,Pricing Page
A00705,L0326,Call,2026-03-02,Voicemail
A00706,L0373,Website Visit,2026-03-02,Blog
A00707,L0381,Email,2026-03-02,Replied
A00708,L0386,Meeting,2026-03-02,Completed
A00709,L0008,Call,2026-03-03,Connected
A00710,L0009,Call,2026-03-03,Connected
A00711,L0024,Call,2026-03-03,No Answer
A00712,L0025,Email,2026-03-03,No Response
A00713,L0089,Website Visit,2026-03-03,Services Page
A00714,L0113,Meeting,2026-03-03,Completed
A00715,L0123,Website Visit,2026-03-03,Case Study
A00716,L0163,Website Visit,2026-03-03,Blog
A00717,L0176,Website Visit,2026-03-03,Case Study
A00718,L0198,Call,2026-03-03,Connected
A00719,L0277,Email,2026-03-03,Opened
A00720,L0328,Email,2026-03-03,No Response
A00721,L0370,Call,2026-03-03,Connected
A00722,L0381,Email,2026-03-03,Opened
A00723,L0397,Email,2026-03-03,Opened
A00724,L0401,Website Visit,2026-03-03,Pricing Page
A00725,L0406,Call,2026-03-03,Connected
A00726,L0004,Email,2026-03-04,No Response
A00727,L0012,Call,2026-03-04,Connected
A00728,L0049,Website Visit,2026-03-04,Pricing Page
A00729,L0055,Website Visit,2026-03-04,Contact Page
A00730,L0086,Email,2026-03-04,Opened
A00731,L0089,Call,2026-03-04,Connected
A00732,L0100,Email,2026-03-04,No Response
A00733,L0113,Email,2026-03-04,Opened
A00734,L0115,Call,2026-03-04,Connected
A00735,L0146,Call,2026-03-04,Connected
A00736,L0146,Website Visit,2026-03-04,Pricing Page
A00737,L0156,Call,2026-03-04,Connected
A00738,L0168,Meeting,2026-03-04,Completed
A00739,L0171,Call,2026-03-04,No Answer
A00740,L0187,Email,2026-03-04,Opened
A00741,L0203,Website Visit,2026-03-04,Contact Page
A00742,L0264,Call,2026-03-04,Not Interested
A00743,L0320,Call,2026-03-04,Callback Requested
A00744,L0321,Website Visit,2026-03-04,Pricing Page
A00745,L0340,Call,2026-03-04,Connected
A00746,L0343,Email,2026-03-04,Replied
A00747,L0357,Website Visit,2026-03-04,Pricing Page
A00748,L0363,Website Visit,2026-03-04,Pricing Page
A00749,L0365,Website Visit,2026-03-04,Contact Page
A00750,L0386,Email,2026-03-04,Opened
A00751,L0036,Call,2026-03-05,Connected
A00752,L0085,Website Visit,2026-03-05,Pricing Page
A00753,L0093,Email,2026-03-05,Replied
A00754,L0106,Email,2026-03-05,Opened
A00755,L0108,Website Visit,2026-03-05,Case Study
A00756,L0131,Website Visit,2026-03-05,Blog
A00757,L0132,Call,2026-03-05,Connected
A00758,L0134,Call,2026-03-05,Not Interested
A00759,L0164,Website Visit,2026-03-05,Pricing Page
A00760,L0176,Meeting,2026-03-05,Completed
A00761,L0183,Call,2026-03-05,Connected
A00762,L0189,Email,2026-03-05,Bounced
A00763,L0206,Website Visit,2026-03-05,Contact Page
A00764,L0212,Website Visit,2026-03-05,Case Study
A00765,L0212,Website Visit,2026-03-05,Blog
A00766,L0231,Website Visit,2026-03-05,Case Study
A00767,L0236,Call,2026-03-05,Callback Requested
A00768,L0247,Website Visit,2026-03-05,Case Study
A00769,L0252,Website Visit,2026-03-05,Services Page
A00770,L0302,Website Visit,2026-03-05,Pricing Page
A00771,L0319,Call,2026-03-05,Connected
A00772,L0322,Email,2026-03-05,Opened
A00773,L0340,Meeting,2026-03-05,Completed
A00774,L0362,Call,2026-03-05,Connected
A00775,L0365,Website Visit,2026-03-05,Services Page
A00776,L0419,Email,2026-03-05,Opened
A00777,L0026,Email,2026-03-06,No Response
A00778,L0029,Meeting,2026-03-06,Completed
A00779,L0073,Website Visit,2026-03-06,Services Page
A00780,L0086,Email,2026-03-06,Opened
A00781,L0091,Call,2026-03-06,Connected
A00782,L0094,Email,2026-03-06,Opened
A00783,L0104,Call,2026-03-06,Connected
A00784,L0112,Email,2026-03-06,No Response
A00785,L0135,Email,2026-03-06,Opened
A00786,L0138,Email,2026-03-06,Replied
A00787,L0159,Website Visit,2026-03-06,Contact Page
A00788,L0165,Email,2026-03-06,No Response
A00789,L0172,Website Visit,2026-03-06,Case Study
A00790,L0197,Call,2026-03-06,Connected
A00791,L0201,Email,2026-03-06,Bounced
A00792,L0227,Website Visit,2026-03-06,Services Page
A00793,L0237,Website Visit,2026-03-06,Pricing Page
A00794,L0251,Website Visit,2026-03-06,Services Page
A00795,L0304,Website Visit,2026-03-06,Services Page
A00796,L0315,Meeting,2026-03-06,Completed
A00797,L0320,Website Visit,2026-03-06,Contact Page
A00798,L0431,Call,2026-03-06,No Answer
A00799,L0005,Website Visit,2026-03-07,Blog
A00800,L0008,Email,2026-03-07,Replied
A00801,L0025,Meeting,2026-03-07,Completed
A00802,L0057,Email,2026-03-07,Replied
A00803,L0102,Email,2026-03-07,Opened
A00804,L0110,Website Visit,2026-03-07,Pricing Page
A00805,L0115,Email,2026-03-07,Opened
A00806,L0132,Call,2026-03-07,Connected
A00807,L0134,Email,2026-03-07,Replied
A00808,L0161,Call,2026-03-07,Connected
A00809,L0203,Email,2026-03-07,Opened
A00810,L0203,Meeting,2026-03-07,Completed
A00811,L0216,Website Visit,2026-03-07,Services Page
A00812,L0228,Call,2026-03-07,Connected
A00813,L0258,Call,2026-03-07,No Answer
A00814,L0272,Email,2026-03-07,Replied
A00815,L0272,Website Visit,2026-03-07,Case Study
A00816,L0276,Website Visit,2026-03-07,Contact Page
A00817,L0316,Call,2026-03-07,Voicemail
A00818,L0320,Email,2026-03-07,Replied
A00819,L0340,Email,2026-03-07,Opened
A00820,L0345,Website Visit,2026-03-07,Blog
A00821,L0371,Call,2026-03-07,No Answer
A00822,L0390,Website Visit,2026-03-07,Services Page
A00823,L0400,Email,2026-03-07,Opened
A00824,L0008,Website Visit,2026-03-08,Contact Page
A00825,L0073,Website Visit,2026-03-08,Case Study
A00826,L0086,Meeting,2026-03-08,Completed
A00827,L0112,Email,2026-03-08,Opened
A00828,L0125,Website Visit,2026-03-08,Contact Page
A00829,L0127,Call,2026-03-08,Callback Requested
A00830,L0129,Website Visit,2026-03-08,Services Page
A00831,L0147,Website Visit,2026-03-08,Pricing Page
A00832,L0167,Meeting,2026-03-08,Completed
A00833,L0196,Website Visit,2026-03-08,Pricing Page
A00834,L0199,Call,2026-03-08,Voicemail
A00835,L0206,Call,2026-03-08,No Answer
A00836,L0206,Website Visit,2026-03-08,Services Page
A00837,L0237,Email,2026-03-08,No Response
A00838,L0265,Email,2026-03-08,Replied
A00839,L0272,Meeting,2026-03-08,Completed
A00840,L0291,Call,2026-03-08,No Answer
A00841,L0303,Meeting,2026-03-08,Rescheduled
A00842,L0310,Call,2026-03-08,Not Interested
A00843,L0365,Website Visit,2026-03-08,Case Study
A00844,L0366,Website Visit,2026-03-08,Pricing Page
A00845,L0372,Call,2026-03-08,No Answer
A00846,L0376,Email,2026-03-08,No Response
A00847,L0410,Email,2026-03-08,No Response
A00848,L0443,Website Visit,2026-03-08,Blog
A00849,L0446,Website Visit,2026-03-08,Case Study
A00850,L0057,Email,2026-03-09,Replied
A00851,L0086,Call,2026-03-09,Callback Requested
A00852,L0099,Website Visit,2026-03-09,Case Study
A00853,L0113,Call,2026-03-09,Voicemail
A00854,L0156,Website Visit,2026-03-09,Case Study
A00855,L0163,Email,2026-03-09,Replied
A00856,L0187,Call,2026-03-09,No Answer
A00857,L0198,Call,2026-03-09,Connected
A00858,L0292,Call,2026-03-09,No Answer
A00859,L0322,Website Visit,2026-03-09,Case Study
A00860,L0359,Meeting,2026-03-09,Completed
A00861,L0365,Email,2026-03-09,No Response
A00862,L0383,Call,2026-03-09,Connected
A00863,L0408,Meeting,2026-03-09,Rescheduled
A00864,L0429,Call,2026-03-09,No Answer
A00865,L0431,Call,2026-03-09,Callback Requested
A00866,L0032,Call,2026-03-10,No Answer
A00867,L0044,Call,2026-03-10,Callback Requested
A00868,L0055,Email,2026-03-10,Opened
A00869,L0060,Website Visit,2026-03-10,Services Page
A00870,L0066,Email,2026-03-10,No Response
A00871,L0066,Email,2026-03-10,Opened
A00872,L0079,Meeting,2026-03-10,No Show
A00873,L0084,Email,2026-03-10,Bounced
A00874,L0092,Email,2026-03-10,Replied
A00875,L0125,Call,2026-03-10,Connected
A00876,L0136,Call,2026-03-10,Callback Requested
A00877,L0143,Website Visit,2026-03-10,Pricing Page
A00878,L0172,Website Visit,2026-03-10,Case Study
A00879,L0174,Email,2026-03-10,No Response
A00880,L0198,Call,2026-03-10,Connected
A00881,L0210,Call,2026-03-10,Connected
A00882,L0236,Meeting,2026-03-10,No Show
A00883,L0238,Call,2026-03-10,Connected
A00884,L0257,Call,2026-03-10,No Answer
A00885,L0292,Call,2026-03-10,Connected
A00886,L0303,Website Visit,2026-03-10,Case Study
A00887,L0325,Website Visit,2026-03-10,Blog
A00888,L0325,Website Visit,2026-03-10,Pricing Page
A00889,L0349,Call,2026-03-10,Connected
A00890,L0351,Website Visit,2026-03-10,Case Study
A00891,L0365,Email,2026-03-10,No Response
A00892,L0377,Website Visit,2026-03-10,Services Page
A00893,L0386,Website Visit,2026-03-10,Contact Page
A00894,L0404,Email,2026-03-10,Opened
A00895,L0421,Email,2026-03-10,No Response
A00896,L0422,Website Visit,2026-03-10,Contact Page
A00897,L0448,Call,2026-03-10,No Answer
A00898,L0451,Website Visit,2026-03-10,Case Study
A00899,L0014,Call,2026-03-11,Callback Requested
A00900,L0057,Call,2026-03-11,Connected
A00901,L0115,Website Visit,2026-03-11,Contact Page
A00902,L0127,Email,2026-03-11,Opened
A00903,L0132,Website Visit,2026-03-11,Pricing Page
A00904,L0134,Website Visit,2026-03-11,Services Page
A00905,L0146,Website Visit,2026-03-11,Pricing Page
A00906,L0166,Email,2026-03-11,Replied
A00907,L0166,Meeting,2026-03-11,Completed
A00908,L0175,Call,2026-03-11,No Answer
A00909,L0206,Email,2026-03-11,Opened
A00910,L0277,Website Visit,2026-03-11,Case Study
A00911,L0278,Website Visit,2026-03-11,Services Page
A00912,L0291,Call,2026-03-11,Callback Requested
A00913,L0303,Email,2026-03-11,No Response
A00914,L0310,Website Visit,2026-03-11,Services Page
A00915,L0311,Website Visit,2026-03-11,Pricing Page
A00916,L0355,Website Visit,2026-03-11,Contact Page
A00917,L0364,Website Visit,2026-03-11,Services Page
A00918,L0381,Email,2026-03-11,No Response
A00919,L0420,Website Visit,2026-03-11,Blog
A00920,L0426,Website Visit,2026-03-11,Services Page
A00921,L0437,Website Visit,2026-03-11,Contact Page
A00922,L0464,Call,2026-03-11,Connected
A00923,L0465,Email,2026-03-11,Replied
A00924,L0015,Meeting,2026-03-12,Completed
A00925,L0015,Website Visit,2026-03-12,Services Page
A00926,L0016,Email,2026-03-12,Replied
A00927,L0022,Website Visit,2026-03-12,Services Page
A00928,L0029,Website Visit,2026-03-12,Contact Page
A00929,L0056,Call,2026-03-12,Connected
A00930,L0110,Email,2026-03-12,Opened
A00931,L0112,Call,2026-03-12,Connected
A00932,L0151,Call,2026-03-12,Voicemail
A00933,L0218,Email,2026-03-12,No Response
A00934,L0228,Website Visit,2026-03-12,Pricing Page
A00935,L0251,Call,2026-03-12,Callback Requested
A00936,L0282,Call,2026-03-12,Voicemail
A00937,L0289,Website Visit,2026-03-12,Services Page
A00938,L0292,Meeting,2026-03-12,Completed
A00939,L0312,Meeting,2026-03-12,Completed
A00940,L0340,Website Visit,2026-03-12,Blog
A00941,L0371,Email,2026-03-12,Replied
A00942,L0412,Website Visit,2026-03-12,Pricing Page
A00943,L0418,Website Visit,2026-03-12,Case Study
A00944,L0432,Call,2026-03-12,Callback Requested
A00945,L0465,Website Visit,2026-03-12,Case Study
A00946,L0478,Website Visit,2026-03-12,Contact Page
A00947,L0025,Call,2026-03-13,Callback Requested
A00948,L0028,Call,2026-03-13,No Answer
A00949,L0037,Call,2026-03-13,Connected
A00950,L0037,Call,2026-03-13,No Answer
A00951,L0062,Website Visit,2026-03-13,Case Study
A00952,L0073,Call,2026-03-13,Connected
A00953,L0078,Website Visit,2026-03-13,Services Page
A00954,L0093,Call,2026-03-13,Voicemail
A00955,L0132,Website Visit,2026-03-13,Pricing Page
A00956,L0138,Email,2026-03-13,Replied
A00957,L0143,Meeting,2026-03-13,Completed
A00958,L0173,Call,2026-03-13,No Answer
A00959,L0225,Email,2026-03-13,No Response
A00960,L0269,Call,2026-03-13,Not Interested
A00961,L0279,Call,2026-03-13,Callback Requested
A00962,L0289,Call,2026-03-13,No Answer
A00963,L0292,Email,2026-03-13,No Response
A00964,L0293,Website Visit,2026-03-13,Services Page
A00965,L0294,Website Visit,2026-03-13,Contact Page
A00966,L0295,Call,2026-03-13,No Answer
A00967,L0342,Call,2026-03-13,Connected
A00968,L0352,Call,2026-03-13,Voicemail
A00969,L0391,Website Visit,2026-03-13,Blog
A00970,L0393,Website Visit,2026-03-13,Pricing Page
A00971,L0399,Meeting,2026-03-13,Rescheduled
A00972,L0472,Meeting,2026-03-13,Completed
A00973,L0015,Email,2026-03-14,Replied
A00974,L0027,Call,2026-03-14,No Answer
A00975,L0062,Email,2026-03-14,No Response
A00976,L0107,Website Visit,2026-03-14,Blog
A00977,L0129,Email,2026-03-14,No Response
A00978,L0160,Call,2026-03-14,Connected
A00979,L0218,Call,2026-03-14,Connected
A00980,L0241,Call,2026-03-14,Connected
A00981,L0265,Call,2026-03-14,No Answer
A00982,L0266,Email,2026-03-14,No Response
A00983,L0288,Website Visit,2026-03-14,Case Study
A00984,L0310,Email,2026-03-14,Opened
A00985,L0315,Email,2026-03-14,Opened
A00986,L0340,Meeting,2026-03-14,Completed
A00987,L0363,Meeting,2026-03-14,Completed
A00988,L0365,Meeting,2026-03-14,Completed
A00989,L0414,Email,2026-03-14,No Response
A00990,L0416,Email,2026-03-14,No Response
A00991,L0420,Call,2026-03-14,Connected
A00992,L0421,Call,2026-03-14,Not Interested
A00993,L0432,Email,2026-03-14,Opened
A00994,L0011,Call,2026-03-15,Connected
A00995,L0015,Call,2026-03-15,No Answer
A00996,L0036,Email,2026-03-15,Opened
A00997,L0041,Call,2026-03-15,Connected
A00998,L0066,Website Visit,2026-03-15,Case Study
A00999,L0070,Call,2026-03-15,Callback Requested
A01000,L0079,Website Visit,2026-03-15,Pricing Page
A01001,L0088,Website Visit,2026-03-15,Services Page
A01002,L0138,Call,2026-03-15,No Answer
A01003,L0144,Call,2026-03-15,No Answer
A01004,L0172,Meeting,2026-03-15,Completed
A01005,L0176,Website Visit,2026-03-15,Services Page
A01006,L0204,Website Visit,2026-03-15,Blog
A01007,L0228,Call,2026-03-15,Connected
A01008,L0236,Call,2026-03-15,No Answer
A01009,L0252,Call,2026-03-15,No Answer
A01010,L0255,Call,2026-03-15,No Answer
A01011,L0304,Website Visit,2026-03-15,Pricing Page
A01012,L0312,Call,2026-03-15,Connected
A01013,L0340,Call,2026-03-15,Callback Requested
A01014,L0342,Call,2026-03-15,Connected
A01015,L0359,Call,2026-03-15,Connected
A01016,L0371,Email,2026-03-15,No Response
A01017,L0371,Website Visit,2026-03-15,Services Page
A01018,L0410,Call,2026-03-15,Voicemail
A01019,L0410,Email,2026-03-15,Bounced
A01020,L0412,Website Visit,2026-03-15,Pricing Page
A01021,L0429,Call,2026-03-15,Callback Requested
A01022,L0454,Email,2026-03-15,Opened
A01023,L0487,Meeting,2026-03-15,No Show
A01024,L0013,Website Visit,2026-03-16,Case Study
A01025,L0072,Website Visit,2026-03-16,Contact Page
A01026,L0075,Email,2026-03-16,No Response
A01027,L0086,Website Visit,2026-03-16,Blog
A01028,L0088,Email,2026-03-16,Replied
A01029,L0104,Email,2026-03-16,Opened
A01030,L0115,Call,2026-03-16,Voicemail
A01031,L0136,Call,2026-03-16,Connected
A01032,L0163,Call,2026-03-16,Connected
A01033,L0168,Call,2026-03-16,Voicemail
A01034,L0186,Call,2026-03-16,No Answer
A01035,L0189,Email,2026-03-16,Opened
A01036,L0193,Website Visit,2026-03-16,Blog
