Lead_ID,Company_Name,Industry,Company_Size,Location,Lead_Source,Service_Interest,Annual_Revenue_Cr,Lead_Created_Date,Lead_Stage,Follow_Up_Status,Next_Follow_Up_Date,Sales_Rep_ID,Deal_Value,Conversion
L0182,Gravity Group,Education,1-50,Pune,Cold Calling,Cloud Services,3.6,2026-01-26,New,Follow-up Required,2026-09-19,SR06,,No
L0183,Bolt Technologies,Healthcare,1-50,Hyderabad,Cold Calling,Cloud Services,4.3,2026-01-26,Contacted,Waiting for Response,2026-10-08,SR08,,No
L0184,Lakshya Industries,Logistics,201-500,Delhi,Email Campaign,Digital Transformation,65.4,2026-01-26,New,Follow-up Required,2026-10-07,SR10,,No
L0185,Mantra Networks,SaaS,1000+,Noida,Cold Calling,DevOps,996.2,2026-01-26,New,Follow-up Required,2026-09-24,SR01,,No
L0186,Vista Industries,FinTech,1-50,Delhi,Cold Calling,Digital Transformation,8.4,2026-01-27,Contacted,Contacted,2026-10-08,SR03,,No
L0187,Crest Softech,SaaS,201-500,Ahmedabad,Referral,Digital Transformation,99.4,2026-01-27,Qualified,Waiting for Response,2026-10-08,SR09,,No
L0188,Xenon Industries,SaaS,1-50,Hyderabad,LinkedIn,Software Development,12.1,2026-01-27,New,Follow-up Required,2026-09-29,SR08,,No
L0189,Titan Payments,FinTech,51-200,Chennai ,LinkedIn,Cybersecurity,51.7,2026-01-27,Meeting,Not Interested,,SR07,,No
L0190,Orbit Global,Retail,501-1000,Delhi,Cold Calling,Software Development,301.8,2026-01-27,New,Follow-up Required,2026-10-10,SR01,,No
L0191,Orbit Softech,Healthcare,51-200,Delhi,Cold Calling,Cybersecurity,23.8,2026-01-27,New,Follow-up Required,2026-09-22,SR05,,No
L0192,Lakshya Stores,Retail,201-500,Bengaluru,Cold Calling,Digital Transformation,189.5,28/01/2026,New,Follow-up Required,2026-10-06,SR08,,No
L0193,Titan Global,Logistics,201-500,Bengaluru,Email Campaign,Digital Transformation,133.2,2026-01-28,Qualified,Not Interested,,SR04,,No
L0194,Orbit Networks,E-commerce,201-500,Delhi,Email Campaign,Software Development,69.3,2026-01-28,New,Follow-up Required,2026-10-08,SR03,,No
L0195,Aryan Stores,Retail,51-200,Chennai,LinkedIn,Digital Transformation,59.6,2026-01-28,Contacted,Contacted,2026-10-01,SR04,,No
L0196,Nimbus Networks,SaaS,1000+,Bengaluru,LinkedIn,Software Development,1718.6,2026-01-28,Qualified,Waiting for Response,2026-10-04,SR07,,No
L0197,Trident Labs,Retail,501-1000,Chennai,Website,Cloud Services,,2026-01-28,Meeting,Waiting for Response,2026-10-03,SR08,,No
L0198,Paragon Ventures,FinTech,501-1000,Bengaluru,LinkedIn,Cybersecurity,564.6,2026-01-29,Won,Closed,,SR04,2020000.0,Yes
L0199,Zeal Solutions,Healthcare,1-50,Mumbai,LinkedIn,Cloud Services,12.4,2026-01-29,Qualified,Waiting for Response,2026-09-13,SR02,,No
L0200,Kestrel Softech,Logistics,1000+,Pune,Website,Software Development,2885.7,2026-01-29,Contacted,Contacted,2026-09-26,SR02,,No
L0201,Zephyr Softech,Logistics,201-500,Mumbai,Email Campaign,Software Development,168.6,2026-01-29,Meeting,Waiting for Response,2026-10-10,SR02,,No
L0202,Vivid Group,Retail,1000+,Jaipur,Website,Software Development,1635.7,2026-01-29,Contacted,Waiting for Response,2026-10-06,SR10,,No
L0203,Summit Labs,Manufacturing,201-500,Hyderabad,Events,Digital Transformation,176.2,2026-01-30,Meeting,Follow-up Required,2026-10-04,SR08,,No
L0204,Summit Networks,FinTech,1000+,Mumbai,LinkedIn,Cloud Services,,2026-01-30,Meeting,Contacted,2026-09-30,SR02,,No
L0205,Flux Labs,SaaS,1-50,Gurugram,Website,Cybersecurity,5.7,2026-01-31,Contacted,Contacted,2026-09-01,SR01,,No
L0206,Vista Technologies,Education,501-1000,Bengaluru,Events,Digital Transformation,574.0,2026-01-31,Qualified,Follow-up Required,2026-09-26,SR04,,No
L0207,Apex Softech,Education,501-1000,Mumbai,Email Campaign,Cloud Services,241.7,2026-01-31,Qualified,Meeting Scheduled,2026-09-28,SR02,,No
L0208,Gravity Technologies,Manufacturing,201-500,Bengaluru,Website,Software Development,109.0,2026-01-31,Qualified,Not Interested,,SR08,,No
L0209,Titan Group,Healthcare,201-500,Bengaluru,LinkedIn,Cybersecurity,81.2,2026-01-31,New,Follow-up Required,2026-10-08,SR08,,No
L0210,Sagar Labs,FinTech,501-1000,Bengaluru,Events,Cloud Services,231.0,2026-01-31,Qualified,Follow-up Required,09/09/2026,SR07,,No
L0211,Garuda Systems,Manufacturing,201-500,Pune,Cold Calling,Cybersecurity,113.8,2026-01-31,Contacted,Contacted,2026-09-19,SR09,,No
L0212,Urban Global,FinTech,201-500,Mumbai,Website,Digital Transformation,111.5,2026-01-31,Contacted,Waiting for Response,2026-10-10,SR09,,No
L0213,Thrive Softech,FinTech,201-500,Delhi,LinkedIn,Cybersecurity,59.3,2026-01-31,New,Follow-up Required,2026-10-06,SR10,,No
L0214,Quest Group,E-commerce,1000+,Delhi,Website,Cloud Services,2153.3,2026-01-31,New,Follow-up Required,2026-09-30,SR01,,No
L0215,Narmada Global,Logistics,51-200,Delhi,Cold Calling,Digital Transformation,55.0,2026-01-31,Contacted,Follow-up Required,2026-10-07,SR01,,No
L0216,Pulse Stores,Retail,501-1000,Jaipur,Events,Cloud Services,556.5,2026-02-01,Qualified,Waiting for Response,2026-09-17,SR01,,No
L0217,Radiant Ventures,SaaS,501-1000,Jaipur,Cold Calling,DevOps,578.3,2026-02-01,Contacted,Follow-up Required,2026-09-25,SR05,,No
L0218,Aurora Enterprises,SaaS,51-200,Noida,Referral,Digital Transformation,38.3,2026-02-01,Qualified,Follow-up Required,2026-10-10,SR10,,No
L0219,Solace Pvt Ltd,SaaS,501-1000,Mumbai,Referral,Digital Transformation,253.7,2026-02-01,New,Follow-up Required,2026-09-02,SR09,,No
L0220,Vayu Ventures,FinTech,51-200,Jaipur,Google Search,Software Development,25.4,2026-02-02,Contacted,Waiting for Response,2026-10-09,SR10,,No
L0221,Hive Group,Education,1-50,Gurgaon,Website,Digital Transformation,12.3,2026-02-02,Contacted,Not Interested,,SR05,,No
L0222,Echo Supply Chain,Logistics,501-1000,Hyderabad ,Events,Digital Transformation,505.3,2026-02-02,Contacted,Not Interested,,SR07,,No
L0223,Neptune Engineering,Manufacturing,501-1000,Delhi,Cold Calling,Digital Transformation,,2026-02-03,Contacted,Follow-up Required,2026-09-20,SR10,,No
L0224,Radiant Group,SaaS,201-500,Hyderabad,Events,Cloud Services,130.6,2026-02-03,Contacted,Waiting for Response,2026-09-23,SR04,,No
L0225,Horizon Softech,E-commerce,1-50,Mumbai,Email Campaign,Software Development,7.4,2026-02-03,Contacted,Contacted,2026-10-10,SR06,,No
L0226,Mosaic Group,Retail,501-1000,Mumbai,Events,Digital Transformation,255.8,2026-02-03,Contacted,Not Interested,,SR06,,No
L0227,Crest Solutions,Logistics,1000+,Hyderabad,Cold Calling,Digital Transformation,2032.4,2026-02-03,Meeting,Follow-up Required,2026-10-01,SR08,,No
L0228,Madhav Solutions,Education,1000+,Hyderabad,Cold Calling,Software Development,2541.2,2026-02-03,Meeting,Meeting Scheduled,2026-10-02,SR08,,No
L0229,Astra Industries,manufacturing,501-1000,Mumbai,Referral,Cloud Services,519.0,2026-02-04,Meeting,Meeting Scheduled,2026-09-27,SR02,,No
L0230,Astra Ventures,SaaS,51-200,Hyderabad,Email Campaign,Cybersecurity,21.1,2026-02-04,Contacted,Waiting for Response,2026-09-22,SR08,,No
L0231,Trident Softech,Education,1-50,Mumbai,LinkedIn,Software Development,11.3,2026-02-04,Meeting,Waiting for Response,2026-10-03,SR06,,No
L0232,Relay Networks,FinTech,501-1000,Hyderabad,Cold Calling,Software Development,243.5,2026-02-04,Qualified,Contacted,2026-10-08,SR08,,No
L0233,Ember Platforms,SaaS,1000+,Hyderabad,EMAIL CAMPAIGN,Cloud Services,2739.7,2026-02-04,Contacted,Waiting for Response,2026-09-17,SR08,,No
L0234,Summit Knowledge,Education,501-1000,Jaipur,Events,Software Development,554.8,2026-02-04,New,Follow-up Required,2026-09-19,SR01,,No
L0235,Horizon MedTech,Healthcare,51-200,Mumbai,Google Search,Digital Transformation,23.4,2026-02-04,Contacted,Not Interested,,SR09,,No
L0236,Harbor Networks,E-commerce,1-50,Noida,Events,Digital Transformation,,2026-02-04,Proposal,Waiting for Response,2026-10-10,SR03,305000.0,No
L0237,Harbor Global,Healthcare,51-200,Bengaluru,Website,DevOps,51.7,2026-02-04,Qualified,Waiting for Response,2026-09-02,SR04,,No
L0238,Pinnacle Wealth Tech,FinTech,201-500,Bengaluru,Referral,Cybersecurity,83.1,2026-02-05,Proposal,Follow-up Required,2026-09-22,SR08,945000.0,No
L0239,Optima Industries,FinTech,201-500,Bengaluru,Website,Cybersecurity,166.3,2026-02-05,New,Follow-up Required,2026-09-04,SR07,,No
L0240,Trident Group,Healthcare,201-500,Delhi,Cold Calling,Cloud Services,48.8,2026-02-05,Qualified,Follow-up Required,2026-10-07,SR01,,No
L0241,Ishaan Networks,SaaS,201-500,Bengaluru,Events,Software Development,115.6,2026-02-05,Meeting,Not Interested,,SR04,,No
L0242,Nexora Apps,SaaS,201-500,Bengaluru,Email Campaign,Digital Transformation,116.6,2026-02-06,Qualified,Follow-up Required,2026-09-19,SR08,,No
L0243,Quantum Labs,FinTech,201-500,Gurgaon,Email Campaign,Cybersecurity,70.1,2026-02-06,Contacted,Contacted,2026-10-03,SR10,,No
L0244,Zest Networks,E-commerce,1000+,Noida,Cold Calling,Software Development,1100.0,2026-02-06,Qualified,Meeting Scheduled,2026-09-27,SR05,,No
L0245,Astra Systems,fintech,1-50,Delhi,Google Search,Digital Transformation,10.4,2026-02-06,Qualified,Not Interested,,SR01,,No
L0246,Drift Pvt Ltd,Education,1-50,Bengaluru,LinkedIn,Cloud Services,14.6,2026-02-06,New,Follow-up Required,2026-09-19,SR08,,No
L0247,Astra Enterprises,E-commerce,201-500,Hyderabad,LinkedIn,Software Development,137.9,2026-02-06,Proposal,Not Interested,,SR07,1125000.0,No
L0248,Mosaic Academy Systems,Education,51-200,Chennai,Google Search,Cybersecurity,,2026-02-06,New,Follow-up Required,2026-09-24,SR07,,No
L0249,Harbor Enterprises,FinTech,1-50,Hyderabad,LinkedIn,Cloud Services,2.2,2026-02-06,New,Follow-up Required,2026-09-04,SR07,,No
L0250,Pulse Global,FinTech,1-50,Mumbai,LinkedIn,Cybersecurity,3.2,2026-02-07,Proposal,Waiting for Response,2026-10-05,SR06,295000.0,No
L0251,Apex Manufacturing,MANUFACTURING,1000+,Hyderabad,Website,Digital Transformation,1285.6,2026-02-07,Qualified,Contacted,2026-09-26,SR08,,No
L0252,Falcon Labs,FinTech,51-200,,Email Campaign,Cloud Services,54.0,2026-02-07,Contacted,Contacted,2026-10-08,SR04,,No
L0253,Lotus Cargo,Logistics,51-200,Hyderabad,Referral,Software Development,33.0,2026-02-08,New,Follow-up Required,2026-09-03,SR08,,No
L0254,Prism Solutions,SaaS,201-500,Hyderabad,Referral,Cybersecurity,138.9,2026-02-08,New,Follow-up Required,2026-09-07,SR07,,No
L0255,Pulse Enterprises,Healthcare,1000+,Jaipur,Email Campaign,Digital Transformation,2743.3,2026-02-09,Contacted,Follow-up Required,2026-09-26,SR03,,No
L0256,Echo Technologies,FinTech,51-200,Mumbai ,Cold Calling,Cybersecurity,56.1,2026-02-09,Contacted,Waiting for Response,2026-10-06,SR06,,No
L0257,Ember Systems,Logistics,201-500,Bengaluru,Events,Digital Transformation,185.7,2026-02-09,Qualified,Contacted,2026-09-16,SR08,,No
L0258,Yonder EdTech,education,501-1000,New Delhi,LinkedIn,Cloud Services,160.2,2026-02-10,Qualified,Contacted,2026-10-02,SR01,,No
L0259,Vayu Stores,Retail,51-200,Chennai,LinkedIn,Cloud Services,29.6,2026-02-10,New,Follow-up Required,2026-09-30,SR04,,No
L0260,Bharat Networks,Retail,51-200,Jaipur,Google Search,Software Development,52.2,2026-02-10,New,Follow-up Required,02/10/2026,SR01,,No
L0261,Spark Solutions,Healthcare,51-200,Bengaluru,Website,Cloud Services,12.1,2026-02-10,Qualified,Waiting for Response,2026-10-03,SR08,,No
L0262,Himalaya Group,Retail,201-500,Hyderabad,Events,Digital Transformation,121.4,2026-02-10,Contacted,Not Interested,,SR08,,No
L0263,Wavelet Enterprises,Retail,1-50,Hyderabad,Website,Digital Transformation,3.4,2026-02-11,New,Follow-up Required,2026-09-07,SR08,,No
L0264,Harbor Group,saas,51-200,Pune,LinkedIn,Cloud Services,55.4,2026-02-11,Contacted,Not Interested,,SR09,,No
L0265,Novus Retail,Retail,51-200,Hyderabad,Cold Calling,Digital Transformation,17.3,2026-02-11,Qualified,Follow-up Required,2026-10-03,SR07,,No
L0266,Crest Capital Tech,FinTech,1-50,Gurgaon,LinkedIn,Digital Transformation,4.2,2026-02-11,Qualified,Waiting for Response,25/09/2026,SR10,,No
L0267,Kinetic Systems,Education,201-500,Jaipur,Referral,Cloud Services,82.9,2026-02-12,Qualified,Not Interested,,SR01,,No
L0268,Drift Softech,Retail,51-200,Bengaluru,Email Campaign,Digital Transformation,10.6,2026-02-12,New,Follow-up Required,2026-09-19,SR07,,No
L0269,Vanguard Manufacturing,Manufacturing,51-200,Bengaluru,Email Campaign,Digital Transformation,48.7,2026-02-12,Qualified,Waiting for Response,2026-08-30,SR07,,No
L0270,Sapphire Pvt Ltd,Education,1-50,Pune,Google Search,Cloud Services,12.5,2026-02-12,New,Follow-up Required,2026-09-19,SR09,,No
L0271,Helix Labs,E-commerce,1-50,Mumbai,LinkedIn,Software Development,9.4,2026-02-12,Contacted,Contacted,2026-09-18,SR06,,No
L0272,Prism Ventures,SaaS,1-50,Bengaluru,Referral,Cloud Services,4.8,2026-02-12,Meeting,Meeting Scheduled,2026-09-26,SR04,,No
L0273,Urban Group,Education,51-200,Pune,Cold Calling,Software Development,44.0,2026-02-12,New,Follow-up Required,2026-09-22,SR02,,No
L0274,Nexora Solutions,Education,201-500,Delhi,Cold Calling,Digital Transformation,144.0,2026-02-13,Qualified,Meeting Scheduled,2026-09-22,SR01,,No
L0275,Jolt Pvt Ltd,FinTech,501-1000,Mumbai,Events,Cybersecurity,237.6,2026-02-13,Contacted,Contacted,2026-09-28,SR06,,No
L0276,Aryan Enterprises,Healthcare,51-200,Bengaluru,LinkedIn,Cybersecurity,16.5,2026-02-13,Qualified,Follow-up Required,2026-09-23,SR04,,No
L0277,Indus Ventures,Healthcare,1-50,Pune,LinkedIn,Digital Transformation,3.6,2026-02-13,Meeting,Waiting for Response,2026-09-19,SR06,,No
L0278,Garuda Industrial,Manufacturing,51-200,Noida,Events,Digital Transformation,16.2,2026-02-13,Contacted,Contacted,2026-09-08,SR01,,No
L0279,Vanguard Pvt Ltd,E-commerce,501-1000,Chennai,Website,Cloud Services,494.9,2026-02-13,Meeting,Waiting for Response,2026-09-28,SR08,,No
L0280,Echo Labs,Logistics,51-200,Ahmedabad,Referral,DevOps,17.5,2026-02-13,Meeting,Meeting Scheduled,2026-10-03,SR06,,No
L0281,Mantra Softech,Education,1-50,Pune,LinkedIn,Digital Transformation,3.5,2026-02-13,New,Follow-up Required,2026-09-05,SR09,,No
L0282,Sapphire Softech,Manufacturing,501-1000,Gurgaon,Events,DevOps,199.2,2026-02-14,Contacted,Not Interested,,SR05,,No
L0283,Horizon Solutions,SaaS,51-200,Gurgaon,Cold Calling,Cloud Services,49.4,2026-02-14,Qualified,Follow-up Required,2026-10-02,SR05,,No
L0284,Oasis Components,Manufacturing,51-200,Pune,Google Search,Digital Transformation,42.5,2026-02-14,Contacted,Waiting for Response,2026-09-29,SR02,,No
L0285,Neptune Systems,Education,1000+,Gurgaon,LinkedIn,Digital Transformation,,2026-02-14,Qualified,Waiting for Response,2026-10-05,SR10,,No
L0286,Narmada Industries,Healthcare,201-500,Bengaluru,EMAIL CAMPAIGN,Software Development,58.6,2026-02-14,Qualified,Waiting for Response,2026-09-22,SR08,,No
L0287,Lumina Solutions,FinTech,1000+,Bengaluru,Google Search,Cloud Services,1259.2,2026-02-15,Contacted,Waiting for Response,2026-09-19,SR08,,No
L0288,Urban Pvt Ltd,E-commerce,201-500,Mumbai,Google Search,Software Development,70.9,2026-02-15,Contacted,Contacted,2026-09-26,SR06,,No
L0289,Vista Pvt Ltd,Manufacturing,51-200,Bangalore,LinkedIn,Software Development,28.4,2026-02-15,Proposal,Waiting for Response,2026-09-30,SR07,360000.0,No
L0290,Wisp Labs,SaaS,51-200,Pune,Cold Calling,Digital Transformation,,2026-02-16,Contacted,Follow-up Required,2026-08-30,SR06,,No
L0291,Novus Systems,E-COMMERCE,51-200,Delhi,Cold Calling,DevOps,30.9,2026-02-16,Contacted,Follow-up Required,2026-09-14,SR05,,No
L0292,Urban Industries,SaaS,1000+,Mumbai,Email Campaign,DevOps,2305.8,2026-02-16,Meeting,Waiting for Response,2026-10-03,SR06,,No
L0293,Chakra Softech,Retail,1000+,Mumbai,Cold Calling,Software Development,2952.5,2026-02-16,Proposal,Closed,,SR06,2500000.0,No
L0294,Aryan Softech,Education,51-200,Chennai,Email Campaign,Digital Transformation,54.3,2026-02-16,Qualified,Not Interested,,SR04,,No
L0295,Mosaic Industries,Education,51-200,Mumbai,Google Search,Software Development,49.7,2026-02-16,Contacted,Contacted,2026-09-23,SR02,,No
L0296,Yonder Softech,E-commerce,51-200,Bengaluru,Cold Calling,Software Development,45.5,2026-02-16,New,Follow-up Required,2026-09-26,SR08,,No
L0297,Dhruv Learning,Education,1-50,Pune,Cold Calling,Digital Transformation,13.2,2026-02-16,Contacted,Follow-up Required,2026-09-27,SR02,,No
L0298,Lotus Labs,E-commerce,201-500,Delhi,Email Campaign,Software Development,191.2,2026-02-17,New,Follow-up Required,2026-10-02,SR01,,No
L0299,Yonder Online,E-commerce,1000+,Pune,Cold Calling,Cloud Services,983.1,2026-02-17,New,Follow-up Required,2026-09-28,SR09,,No
L0300,Helix EdTech,Education,201-500,Noida,LinkedIn,Digital Transformation,114.8,2026-02-17,New,Follow-up Required,2026-09-19,SR05,,No
L0301,Jolt Technologies,E-commerce,51-200,Ahmedabad,Cold Calling,Cloud Services,31.8,2026-02-17,Qualified,Follow-up Required,2026-09-27,SR02,,No
L0302,Crest Networks ,SaaS,1-50,Bengaluru,Cold Calling,Cloud Services,5.8,2026-02-17,Contacted,Not Interested,,SR04,,No
L0303,Ridge Systems,FinTech,51-200,Bengaluru,Cold Calling,DevOps,51.2,2026-02-17,Won,Closed,,SR08,530000.0,Yes
L0304,Chakra Industries,SaaS,501-1000,Bengaluru,Referral,Digital Transformation,452.7,2026-02-17,Meeting,Waiting for Response,2026-10-05,SR08,,No
L0305,Himalaya Enterprises,FinTech,51-200,Chennai,Cold Calling,Digital Transformation,46.6,2026-02-18,New,Follow-up Required,2026-09-19,SR04,,No
L0306,Vista Networks,E-commerce,201-500,Mumbai,Google Search,DevOps,191.8,2026-02-18,Contacted,Follow-up Required,2026-09-12,SR09,,No
L0307,Nexora Technologies,E-commerce,201-500,Gurgaon,LinkedIn,Software Development,159.6,2026-02-18,New,Follow-up Required,2026-09-19,SR10,,No
L0308,Yash Group,Education,1000+,Mumbai,Referral,Digital Transformation,1494.9,2026-02-18,Contacted,Not Interested,,SR06,,No
L0309,Prism Labs,SaaS,51-200,Delhi,LinkedIn,DevOps,17.8,2026-02-18,Meeting,Meeting Scheduled,2026-09-29,SR01,,No
L0310,Spark Ventures,FinTech,501-1000,Pune,Email Campaign,Cybersecurity,583.2,2026-02-19,Won,Closed,,SR02,1875000.0,Yes
L0311,Ekam Components,Manufacturing,1-50,Noida,Website,Digital Transformation,14.0,2026-02-19,New,Follow-up Required,2026-09-06,SR10,,No
L0312,Solace Labs,Healthcare,1-50,Jaipur,Google Search,Software Development,14.6,2026-02-19,Won,Closed,,SR01,375000.0,Yes
L0313,Gravity Wealth Tech,FinTech,51-200,Noida,Website,Cybersecurity,53.6,2026-02-19,Contacted,Waiting for Response,2026-10-01,SR01,,No
L0314,Chakra Ventures,Retail,51-200,Delhi,LinkedIn,Cloud Services,46.2,2026-02-19,Qualified,Waiting for Response,2026-09-23,SR03,,No
L0315,Helix Technologies,Manufacturing,51-200,Hyderabad,LinkedIn,DevOps,40.0,2026-02-19,Meeting,Waiting for Response,2026-10-04,SR04,,No
L0316,Loop Networks,FinTech,501-1000,Ahmedabad,Events,Cloud Services,541.3,2026-02-19,Won,Closed,,SR02,1690000.0,Yes
L0317,Zeal Softech,E-commerce,1000+,Bengaluru,referral,Digital Transformation,1515.3,2026-02-19,Meeting,Follow-up Required,2026-09-17,SR08,,No
L0318,Kinetic Softech,FinTech,201-500,Chennai,Website,Cybersecurity,95.9,2026-02-19,Qualified,Contacted,2026-10-03,SR07,,No
L0319,Ember Global,HEALTHCARE,51-200,Chennai,LinkedIn,Cybersecurity,30.7,2026-02-19,Qualified,Follow-up Required,2026-09-18,SR04,,No
L0320,Wavelet Online,E-commerce,51-200,Gurgaon,Events,Software Development,55.6,2026-02-19,Won,Closed,,SR10,535000.0,Yes
L0321,Pinnacle Solutions,E-commerce,1-50,Chennai,Events,Software Development,6.0,2026-02-20,Meeting,Meeting Scheduled,2026-10-03,SR08,,No
L0322,Bharat Online,E-commerce,1-50,Noida,LinkedIn,Software Development,5.1,2026-02-20,Contacted,Not Interested,,SR01,,No
L0323,Onyx Commerce,E-commerce,501-1000,Gurgaon,Website,DevOps,,2026-02-20,Contacted,Waiting for Response,2026-09-23,SR01,,No
L0324,Lumina Retail,Retail,51-200,Ahmedabad,LinkedIn,Digital Transformation,18.1,20/02/2026,Qualified,Meeting Scheduled,22/09/2026,SR02,,No
L0325,Prism Enterprises,Manufacturing,51-200,Delhi,Email Campaign,Digital Transformation,51.9,2026-02-20,Qualified,Waiting for Response,2026-09-25,SR01,,No
L0326,Alpine Cloudware, SaaS,51-200,Pune,LinkedIn,DevOps,12.0,2026-02-20,Contacted,Follow-up Required,2026-09-07,SR02,,No
L0327,Ridge Industries,SaaS,1-50,Gurgaon,LinkedIn,Cloud Services,9.8,2026-02-20,Qualified,Waiting for Response,2026-09-27,SR03,,No
L0328,Indus Industries,SaaS,1-50,Mumbai,Referral,Cloud Services,6.8,2026-02-21,Won,Closed,,SR02,370000.0,Yes
L0329,Alpine Software,SaaS,501-1000,Delhi,LinkedIn,DevOps,529.9,2026-02-21,New,Follow-up Required,2026-09-19,SR01,,No
L0330,Umbra Networks,Education,201-500,Bengaluru,LinkedIn,DevOps,150.8,2026-02-21,Qualified,Waiting for Response,2026-10-06,SR07,,No
L0331,Xenon Knowledge,Education,201-500,Pune,WEBSITE,Cloud Services,177.8,2026-02-21,New,Follow-up Required,2026-09-30,SR06,,No
L0332,Ishaan Systems,Healthcare,1000+,Gurgaon,Google Search,Software Development,1002.5,2026-02-21,New,Follow-up Required,2026-10-01,SR05,,No
L0333,Kaveri Marketplace,E-commerce,501-1000,,Email Campaign,DevOps,473.4,2026-02-21,Contacted,Waiting for Response,2026-09-22,SR05,,No
L0334,Ekam Softech,Manufacturing,1000+,Gurgaon,LinkedIn,Digital Transformation,1227.0,2026-02-21,Contacted,Waiting for Response,2026-10-04,SR10,,No
L0335,Lumina Technologies,SAAS,1000+,Pune,Events,DevOps,1818.9,2026-02-22,Proposal,Follow-up Required,2026-10-03,SR02,1490000.0,No
