Lead_ID,Company_Name,Industry,Company_Size,Size_Order,Location,Lead_Source,Service_Interest,Annual_Revenue_Cr,Revenue_Imputed,Lead_Created_Date,Lead_Month,Lead_Stage,Stage_Order,Follow_Up_Status,Next_Follow_Up_Date,Follow_Up_Flag,Days_Overdue,Sales_Rep_ID,Deal_Value,Conversion,Deal_Outcome,Website_Visits,Email_Interactions,Calls_Made,Calls_Connected,Meetings,Total_Activities,Last_Contact_Date,Days_Since_Last_Contact,Score_Size,Score_Revenue,Score_Website,Score_Email,Score_Meetings,Score_Service_Fit,Score_Prior_Engagement,Lead_Score,Lead_Category
L0096,Chakra Systems,SaaS,201-500,3,Unknown,Referral,Cloud Services,78.3,False,2026-01-15,2026-01,Contacted,2,Follow-up Required,2026-09-19,Due Today,0.0,SR07,,No,Open,1,1,1,0,0,3,2026-02-20,211,10,10,3,5,0,10,0,38,Cold
L0097,Vivid Industries,Healthcare,51-200,2,Gurgaon,Events,Digital Transformation,43.9,False,2026-01-15,2026-01,Contacted,2,Waiting for Response,2026-09-10,Overdue,9.0,SR03,,No,Open,1,0,2,0,0,4,2026-04-12,160,5,5,3,0,0,10,0,23,Cold
L0098,Aurora Capital Tech,FinTech,51-200,2,Mumbai,LinkedIn,Software Development,27.9,False,2026-01-15,2026-01,Contacted,2,Follow-up Required,2026-10-02,Upcoming,0.0,SR09,,No,Open,2,0,2,1,0,4,2026-02-13,218,5,5,6,0,0,4,5,25,Cold
L0099,Bharat Components,Manufacturing,1-50,1,Jaipur,Cold Calling,Digital Transformation,4.2,False,2026-01-15,2026-01,Contacted,2,Waiting for Response,2026-09-07,Overdue,12.0,SR10,,No,Open,1,0,1,0,0,3,2026-04-12,160,0,0,3,0,0,10,0,13,Cold
L0100,Vivid Pvt Ltd,SaaS,51-200,2,Bengaluru,Website,Cybersecurity,37.1,False,2026-01-15,2026-01,Qualified,3,Follow-up Required,2026-09-28,Upcoming,0.0,SR04,,No,Open,1,1,2,1,0,5,2026-03-04,199,5,5,3,5,0,4,5,27,Cold
L0101,Alpine Ventures,Retail,51-200,2,Hyderabad,LinkedIn,Software Development,55.2,False,2026-01-15,2026-01,New,1,Follow-up Required,2026-10-10,Upcoming,0.0,SR04,,No,Open,0,0,0,0,0,0,,,5,10,0,0,0,4,0,19,Cold
L0102,Harbor Systems,Healthcare,201-500,3,Unknown,Referral,Cybersecurity,182.6,False,2026-01-16,2026-01,Qualified,3,Follow-up Required,2026-10-07,Upcoming,0.0,SR05,,No,Open,3,1,2,1,0,6,2026-03-17,186,10,10,6,5,0,10,5,46,Cold
L0103,Radiant Pvt Ltd,SaaS,501-1000,4,Jaipur,Google Search,Cybersecurity,423.1,False,2026-01-16,2026-01,New,1,Follow-up Required,2026-10-02,Upcoming,0.0,SR03,,No,Open,2,0,0,0,0,2,,,15,15,6,0,0,4,0,40,Cold
L0104,Radiant Networks,Healthcare,501-1000,4,Delhi,Referral,Digital Transformation,494.4,False,2026-01-16,2026-01,Proposal,5,Waiting for Response,2026-09-26,Upcoming,0.0,SR03,2000000,No,Open,3,3,4,2,2,13,2026-04-14,158,15,15,6,10,20,10,10,86,Hot
L0105,Loop Pvt Ltd,SaaS,1000+,5,Unknown,LinkedIn,Software Development,1188.0,False,2026-01-16,2026-01,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR06,,No,Lost,2,0,2,0,0,4,2026-02-28,203,20,20,6,0,0,4,0,50,Cold
L0106,Uday Labs,SaaS,51-200,2,Bengaluru,Referral,Cloud Services,46.3,False,2026-01-16,2026-01,Won,6,Closed,,No Follow-up Needed,0.0,SR07,495000,Yes,Won,3,4,4,2,1,13,2026-04-14,158,5,5,6,10,12,10,10,58,Cold
L0107,Wavelet Softech,Logistics,51-200,2,Hyderabad,LinkedIn,Digital Transformation,31.7,False,2026-01-16,2026-01,New,1,Follow-up Required,2026-10-10,Upcoming,0.0,SR08,,No,Open,2,0,0,0,0,2,,,5,5,6,0,0,10,0,26,Cold
L0108,Vertex Pvt Ltd,Retail,201-500,3,Gurgaon,Website,Digital Transformation,141.8,False,2026-01-16,2026-01,Meeting,4,Not Interested,,No Follow-up Needed,0.0,SR10,,No,Lost,1,2,3,0,2,8,2026-04-08,164,10,10,3,10,20,10,0,63,Warm
L0109,Mosaic Softech,E-commerce,201-500,3,Mumbai,Cold Calling,Cloud Services,112.8,False,2026-01-16,2026-01,Qualified,3,Contacted,2026-10-06,Upcoming,0.0,SR02,,No,Open,0,0,3,1,0,4,2026-04-04,168,10,10,0,0,0,10,5,35,Cold
L0110,Harbor Wealth Tech,FinTech,1000+,5,Bengaluru,Email Campaign,Cybersecurity,2449.7,False,2026-01-16,2026-01,Won,6,Closed,,No Follow-up Needed,0.0,SR07,2170000,Yes,Won,5,2,4,1,2,14,2026-04-07,165,20,20,10,10,20,10,5,95,Hot
L0111,Ishaan Software,SaaS,1-50,1,Mumbai,Website,Digital Transformation,8.6,False,2026-01-16,2026-01,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR06,,No,Lost,2,1,2,1,0,5,2026-04-15,157,0,0,6,5,0,4,5,20,Cold
L0112,Meridian Group,FinTech,51-200,2,Jaipur,Cold Calling,Digital Transformation,16.4,False,2026-01-17,2026-01,Won,6,Closed,,No Follow-up Needed,0.0,SR10,645000,Yes,Won,3,3,3,2,3,14,2026-04-14,158,5,5,6,10,20,4,10,60,Warm
L0113,Tundra Enterprises,E-commerce,51-200,2,Bengaluru,Google Search,Cloud Services,32.2,False,2026-01-17,2026-01,Won,6,Closed,,No Follow-up Needed,0.0,SR04,635000,Yes,Won,4,3,4,1,2,13,2026-04-04,168,5,5,10,10,20,10,5,65,Warm
L0114,Cobalt Ventures,Manufacturing,51-200,2,Hyderabad,Website,Digital Transformation,17.4,False,2026-01-17,2026-01,Contacted,2,Follow-up Required,2026-09-26,Upcoming,0.0,SR08,,No,Open,0,0,1,1,0,1,2026-02-26,205,5,5,0,0,0,10,5,25,Cold
L0115,Pulse Industries,E-commerce,51-200,2,Noida,Email Campaign,Cloud Services,32.3,False,2026-01-17,2026-01,Won,6,Closed,,No Follow-up Needed,0.0,SR10,640000,Yes,Won,3,5,5,2,2,16,2026-04-13,159,5,5,6,10,20,10,10,66,Warm
L0116,Zephyr Brands,Retail,1000+,5,Gurgaon,Website,Cybersecurity,1180.2,False,2026-01-17,2026-01,Meeting,4,Waiting for Response,2026-09-19,Due Today,0.0,SR10,,No,Open,1,1,3,1,1,8,2026-04-17,155,20,20,3,5,12,4,5,69,Warm
L0117,Falcon Pvt Ltd,Logistics,1-50,1,Pune,LinkedIn,Cybersecurity,3.3,False,2026-01-17,2026-01,New,1,Follow-up Required,2026-10-03,Upcoming,0.0,SR09,,No,Open,0,0,0,0,0,0,,,0,0,0,0,0,4,0,4,Cold
L0118,Garuda Global,Education,201-500,3,Delhi,LinkedIn,Digital Transformation,175.1,False,2026-01-17,2026-01,Qualified,3,Waiting for Response,2026-09-28,Upcoming,0.0,SR10,,No,Open,0,1,3,0,0,5,2026-04-07,165,10,10,0,5,0,10,0,35,Cold
L0119,Prism Networks,SaaS,501-1000,4,Noida,Cold Calling,Cloud Services,403.4,False,2026-01-17,2026-01,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR05,,No,Lost,0,0,1,0,0,1,2026-01-22,240,15,15,0,0,0,10,0,40,Cold
L0120,Falcon Global,Logistics,1000+,5,Delhi,Cold Calling,DevOps,1937.3,False,2026-01-18,2026-01,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR03,,No,Lost,1,0,1,1,0,3,2026-03-01,202,20,20,3,0,0,4,5,52,Cold
L0121,Yash Solutions,SaaS,201-500,3,Pune,Website,Software Development,173.2,False,2026-01-18,2026-01,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR09,,No,Lost,1,0,2,1,0,3,2026-04-11,161,10,10,3,0,0,4,5,32,Cold
L0122,Zenith Wealth Tech,FinTech,1-50,1,Delhi,Cold Calling,Digital Transformation,14.3,False,2026-01-18,2026-01,New,1,Follow-up Required,2026-09-20,Upcoming,0.0,SR10,,No,Open,2,0,0,0,0,2,,,0,5,6,0,0,4,0,15,Cold
L0123,Uday Ventures,Healthcare,51-200,2,Bengaluru,Google Search,Software Development,16.8,False,2026-01-18,2026-01,Qualified,3,Not Interested,,No Follow-up Needed,0.0,SR07,,No,Lost,3,2,2,1,0,7,2026-04-09,163,5,5,6,10,0,4,5,35,Cold
L0124,Alpine Freight,Logistics,1-50,1,Jaipur,Website,DevOps,14.0,False,2026-01-18,2026-01,New,1,Follow-up Required,2026-09-30,Upcoming,0.0,SR10,,No,Open,1,0,0,0,0,1,,,0,5,3,0,0,4,0,12,Cold
L0125,Lotus Apps,SaaS,51-200,2,Mumbai,Email Campaign,DevOps,33.0,False,2026-01-18,2026-01,Won,6,Closed,,No Follow-up Needed,0.0,SR09,505000,Yes,Won,3,1,4,3,1,12,2026-04-03,169,5,5,6,5,12,10,10,53,Cold
L0126,Nimbus Labs,Retail,501-1000,4,Pune,Cold Calling,Software Development,282.2,False,2026-01-19,2026-01,New,1,Follow-up Required,2026-10-09,Upcoming,0.0,SR06,,No,Open,2,0,0,0,0,2,,,15,15,6,0,0,4,0,40,Cold
L0127,Harbor Solutions,FinTech,201-500,3,Bengaluru,LinkedIn,Software Development,199.1,False,2026-01-19,2026-01,Meeting,4,Waiting for Response,2026-09-07,Overdue,12.0,SR07,,No,Open,3,1,3,1,1,9,2026-04-03,169,10,10,6,5,12,4,5,52,Cold
L0128,Jolt Softech,E-commerce,201-500,3,Gurgaon,Referral,Software Development,158.3,False,2026-01-19,2026-01,Contacted,2,Follow-up Required,2026-10-10,Upcoming,0.0,SR03,,No,Open,2,1,2,1,0,5,2026-03-26,177,10,10,6,5,0,10,5,46,Cold
L0129,Uday Technologies,Retail,201-500,3,Chennai,Cold Calling,Digital Transformation,96.0,False,2026-01-19,2026-01,Won,6,Closed,,No Follow-up Needed,0.0,SR04,1180000,Yes,Won,5,0,5,2,1,15,2026-04-19,153,10,10,10,0,12,10,10,62,Warm
L0130,Zenith Platforms,SaaS,201-500,3,Delhi,Cold Calling,Software Development,46.1,False,2026-01-19,2026-01,New,1,Follow-up Required,2026-09-30,Upcoming,0.0,SR03,,No,Open,0,0,0,0,0,0,,,10,5,0,0,0,4,0,19,Cold
L0131,Helix Solutions,Education,1-50,1,Pune,Referral,Digital Transformation,4.4,False,2026-01-19,2026-01,Contacted,2,Follow-up Required,2026-08-30,Overdue,20.0,SR06,,No,Open,2,1,1,1,0,4,2026-03-27,176,0,0,6,5,0,10,5,26,Cold
L0132,Lotus Payments,FinTech,1-50,1,Unknown,Cold Calling,Cybersecurity,10.8,False,2026-01-19,2026-01,Contacted,2,Follow-up Required,2026-09-04,Overdue,15.0,SR08,,No,Open,2,1,2,2,0,5,2026-03-07,196,0,5,6,5,0,10,10,36,Cold
L0133,Falcon Ventures,Healthcare,1000+,5,Delhi,Email Campaign,Cybersecurity,984.2,False,2026-01-20,2026-01,Contacted,2,Follow-up Required,2026-09-19,Due Today,0.0,SR01,,No,Open,1,0,2,0,0,3,2026-04-03,169,20,20,3,0,0,10,0,53,Cold
L0134,Neptune Enterprises,FinTech,1000+,5,Bengaluru,Email Campaign,Digital Transformation,2885.6,False,2026-01-20,2026-01,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR08,,No,Lost,1,1,1,0,0,3,2026-03-07,196,20,20,3,5,0,4,0,52,Cold
L0135,Zephyr Labs,Healthcare,1-50,1,Jaipur,Google Search,Software Development,2.4,False,2026-01-20,2026-01,Qualified,3,Follow-up Required,2026-09-19,Due Today,0.0,SR05,,No,Open,3,1,1,0,0,5,2026-04-18,154,0,0,6,5,0,4,0,15,Cold
L0136,Ishaan Softech,Retail,501-1000,4,Ahmedabad,Email Campaign,Digital Transformation,274.8,False,2026-01-20,2026-01,Qualified,3,Waiting for Response,2026-09-28,Upcoming,0.0,SR06,,No,Open,2,2,3,1,0,7,2026-03-16,187,15,15,6,10,0,10,5,61,Warm
L0137,Dhruv Wealth Tech,FinTech,1-50,1,Delhi,Cold Calling,Cybersecurity,12.5,False,2026-01-20,2026-01,New,1,Follow-up Required,2026-09-21,Upcoming,0.0,SR05,,No,Open,2,0,0,0,0,2,,,0,5,6,0,0,10,0,21,Cold
L0138,Helix Software,SaaS,201-500,3,Hyderabad,Cold Calling,Cybersecurity,134.5,False,2026-01-20,2026-01,Qualified,3,Not Interested,,No Follow-up Needed,0.0,SR07,,No,Lost,3,2,3,0,0,8,2026-03-15,188,10,10,6,10,0,4,0,40,Cold
L0139,Lumina Systems,FinTech,1-50,1,Chennai,Email Campaign,Digital Transformation,13.7,False,2026-01-21,2026-01,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR07,,No,Lost,1,0,2,1,0,4,2026-02-16,215,0,5,3,0,0,4,5,17,Cold
L0140,Cobalt Systems,SaaS,201-500,3,Gurgaon,Cold Calling,Cloud Services,155.8,False,2026-01-21,2026-01,New,1,Follow-up Required,2026-09-23,Upcoming,0.0,SR05,,No,Open,2,0,0,0,0,2,,,10,10,6,0,0,10,0,36,Cold
L0141,Cobalt Online,E-commerce,51-200,2,Bengaluru,Website,Digital Transformation,36.8,True,2026-01-21,2026-01,New,1,Follow-up Required,2026-09-25,Upcoming,0.0,SR04,,No,Open,2,0,0,0,0,2,,,5,5,6,0,0,4,0,20,Cold
L0142,Ridge Pvt Ltd,Retail,1000+,5,Mumbai,Cold Calling,Digital Transformation,1268.3,False,2026-01-21,2026-01,Contacted,2,Follow-up Required,2026-10-01,Upcoming,0.0,SR09,,No,Open,2,1,1,1,0,4,2026-03-19,184,20,20,6,5,0,10,5,66,Warm
L0143,Horizon Global,Logistics,201-500,3,Delhi,Website,Software Development,40.7,False,2026-01-21,2026-01,Meeting,4,Waiting for Response,2026-09-19,Due Today,0.0,SR10,,No,Open,4,2,2,1,1,10,2026-04-05,167,10,5,10,10,12,4,5,56,Cold
L0144,Titan Softech,Logistics,51-200,2,Mumbai,Website,Digital Transformation,50.2,False,2026-01-22,2026-01,Meeting,4,Follow-up Required,2026-09-25,Upcoming,0.0,SR02,,No,Open,2,1,2,1,1,6,2026-03-20,183,5,10,6,5,12,10,5,53,Cold
L0145,Flux Industries,SaaS,501-1000,4,Hyderabad,Email Campaign,Software Development,519.2,False,2026-01-22,2026-01,Qualified,3,Contacted,2026-09-11,Overdue,8.0,SR08,,No,Open,0,2,1,0,0,3,2026-03-27,176,15,20,0,10,0,4,0,49,Cold
L0146,Pinnacle Commerce,E-commerce,501-1000,4,Hyderabad,Cold Calling,Cloud Services,279.0,False,2026-01-22,2026-01,Qualified,3,Follow-up Required,2026-08-31,Overdue,19.0,SR04,,No,Open,2,1,1,1,0,5,2026-04-19,153,15,15,6,5,0,10,5,56,Cold
L0147,Thrive Networks,Education,51-200,2,Gurgaon,Email Campaign,Digital Transformation,53.8,False,2026-01-22,2026-01,Qualified,3,Follow-up Required,2026-09-17,Overdue,2.0,SR05,,No,Open,3,2,1,1,0,6,2026-04-10,162,5,10,6,10,0,10,5,46,Cold
L0148,Falcon Marketplace,E-commerce,201-500,3,Chennai,Google Search,Cybersecurity,59.0,False,2026-01-22,2026-01,Qualified,3,Follow-up Required,2026-10-09,Upcoming,0.0,SR07,,No,Open,2,1,1,1,0,5,2026-04-11,161,10,10,6,5,0,4,5,40,Cold
L0149,Zest Ventures,SaaS,501-1000,4,Ahmedabad,Cold Calling,Software Development,389.7,False,2026-01-22,2026-01,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR09,,No,Lost,1,1,1,1,0,3,2026-03-22,181,15,15,3,5,0,4,5,47,Cold
L0150,Neptune Academy Systems,Education,1-50,1,Delhi,Cold Calling,Cloud Services,11.2,False,2026-01-22,2026-01,New,1,Follow-up Required,2026-09-19,Due Today,0.0,SR01,,No,Open,0,0,0,0,0,0,,,0,5,0,0,0,4,0,9,Cold
L0151,Vivid Softech,FinTech,1-50,1,Pune,Website,Digital Transformation,12.6,False,2026-01-22,2026-01,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR09,,No,Lost,2,1,2,1,0,5,2026-03-25,178,0,5,6,5,0,4,5,25,Cold
L0152,Pulse Solutions,Healthcare,1-50,1,Mumbai,Cold Calling,Digital Transformation,11.9,False,2026-01-23,2026-01,Contacted,2,Contacted,2026-10-08,Upcoming,0.0,SR09,,No,Open,2,0,2,1,0,4,2026-04-12,160,0,5,6,0,0,10,5,26,Cold
L0153,Bolt Enterprises,Logistics,1000+,5,Noida,Email Campaign,Cloud Services,2747.4,False,2026-01-23,2026-01,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR01,,No,Lost,1,1,2,1,0,4,2026-02-26,205,20,20,3,5,0,10,5,63,Warm
L0154,Vertex Labs,Education,501-1000,4,Bengaluru,Events,Cybersecurity,174.4,False,2026-01-23,2026-01,New,1,Follow-up Required,2026-09-22,Upcoming,0.0,SR08,,No,Open,0,0,0,0,0,0,,,15,10,0,0,0,4,0,29,Cold
L0155,Quest Brands,Retail,201-500,3,Noida,Website,Software Development,89.4,False,2026-01-23,2026-01,Qualified,3,Contacted,2026-09-19,Due Today,0.0,SR05,,No,Open,1,0,1,1,0,4,2026-04-04,168,10,10,3,0,0,4,5,32,Cold
L0156,Yonder Systems,E-commerce,51-200,2,Mumbai,Cold Calling,Digital Transformation,56.4,False,2026-01-23,2026-01,Meeting,4,Follow-up Required,2026-09-26,Upcoming,0.0,SR02,,No,Open,4,0,2,1,1,8,2026-03-31,172,5,10,10,0,12,4,5,46,Cold
L0157,Ember Solutions,Manufacturing,51-200,2,Mumbai,Email Campaign,Digital Transformation,51.4,False,2026-01-24,2026-01,Contacted,2,Follow-up Required,2026-10-10,Upcoming,0.0,SR09,,No,Open,0,0,2,1,0,2,2026-02-26,205,5,10,0,0,0,10,5,30,Cold
L0158,Onyx Logistics,Logistics,1-50,1,Pune,Events,Software Development,12.6,False,2026-01-24,2026-01,Contacted,2,Contacted,2026-09-20,Upcoming,0.0,SR09,,No,Open,0,0,1,0,0,1,2026-04-04,168,0,5,0,0,0,4,0,9,Cold
L0159,Harbor Softech,Logistics,51-200,2,Pune,LinkedIn,Cloud Services,30.4,False,2026-01-24,2026-01,Contacted,2,Contacted,2026-09-08,Overdue,11.0,SR02,,No,Open,2,0,2,0,0,5,2026-04-10,162,5,5,6,0,0,10,0,26,Cold
L0160,Vista Components,Manufacturing,51-200,2,Pune,Website,Cloud Services,21.8,False,2026-01-24,2026-01,Contacted,2,Contacted,2026-09-24,Upcoming,0.0,SR06,,No,Open,2,1,1,1,0,4,2026-04-05,167,5,5,6,5,0,10,5,36,Cold
L0161,Indus Group,E-commerce,51-200,2,Gurgaon,Website,DevOps,24.2,False,2026-01-24,2026-01,Contacted,2,Waiting for Response,2026-10-02,Upcoming,0.0,SR05,,No,Open,2,0,1,1,0,4,2026-03-19,184,5,5,6,0,0,4,5,25,Cold
L0162,Vivid Manufacturing,Manufacturing,201-500,3,Bengaluru,Cold Calling,Cybersecurity,69.7,False,2026-01-24,2026-01,New,1,Follow-up Required,2026-09-19,Due Today,0.0,SR08,,No,Open,1,0,0,0,0,1,,,10,10,3,0,0,4,0,27,Cold
L0163,Astra Labs,SaaS,51-200,2,Bengaluru,Email Campaign,Cloud Services,45.7,False,2026-01-24,2026-01,Qualified,3,Waiting for Response,2026-09-01,Overdue,18.0,SR08,,No,Open,2,1,3,2,0,7,2026-04-17,155,5,5,6,5,0,10,10,41,Cold
L0164,Unity Retail Tech,E-commerce,51-200,2,Gurgaon,Website,Cloud Services,57.6,False,2026-01-24,2026-01,New,1,Follow-up Required,2026-10-08,Upcoming,0.0,SR03,,No,Open,1,0,0,0,0,1,,,5,10,3,0,0,10,0,28,Cold
L0165,Vanguard Enterprises,E-commerce,1-50,1,Unknown,LinkedIn,Software Development,6.1,False,2026-01-24,2026-01,Qualified,3,Meeting Scheduled,2026-09-27,Upcoming,0.0,SR09,,No,Open,3,0,1,0,0,6,2026-03-18,185,0,0,6,0,0,10,0,16,Cold
L0166,Rudra Global,Healthcare,201-500,3,Delhi,Website,Digital Transformation,53.9,False,2026-01-25,2026-01,Proposal,5,Closed,,No Follow-up Needed,0.0,SR10,1475000,No,Lost,4,2,4,1,2,14,2026-04-24,148,10,10,10,10,20,10,5,75,Warm
L0167,Zest Marketplace,E-commerce,1000+,5,Noida,Email Campaign,Digital Transformation,1923.5,False,2026-01-25,2026-01,Proposal,5,Waiting for Response,2026-09-23,Upcoming,0.0,SR05,1850000,No,Open,3,2,4,1,2,14,2026-03-24,179,20,20,6,10,20,4,5,85,Hot
L0168,Meridian Global,Retail,501-1000,4,Gurgaon,Google Search,Cybersecurity,420.6,False,2026-01-25,2026-01,Won,6,Closed,,No Follow-up Needed,0.0,SR05,2050000,Yes,Won,6,3,5,1,3,18,2026-04-24,148,15,15,10,10,20,4,5,79,Warm
L0169,Oasis Global,Logistics,201-500,3,Noida,Email Campaign,Digital Transformation,78.5,False,2026-01-25,2026-01,New,1,Follow-up Required,2026-09-26,Upcoming,0.0,SR01,,No,Open,1,0,0,0,0,1,,,10,10,3,0,0,10,0,33,Cold
L0170,Crest Technologies,SaaS,1-50,1,Delhi,LinkedIn,Cybersecurity,3.8,False,2026-01-25,2026-01,Meeting,4,Not Interested,,No Follow-up Needed,0.0,SR03,,No,Lost,3,1,2,1,1,8,2026-04-04,168,0,0,6,5,12,4,5,32,Cold
L0171,Novus Mart,Retail,1000+,5,Hyderabad,LinkedIn,Digital Transformation,751.8,False,2026-01-25,2026-01,Contacted,2,Follow-up Required,2026-09-05,Overdue,14.0,SR07,,No,Open,1,0,2,0,0,4,2026-03-27,176,20,20,3,0,0,10,0,53,Cold
L0172,Ion Softech,Logistics,501-1000,4,Jaipur,Cold Calling,DevOps,221.4,False,2026-01-25,2026-01,Meeting,4,Contacted,2026-10-09,Upcoming,0.0,SR01,,No,Open,2,1,3,2,1,8,2026-04-22,150,15,15,6,5,12,4,10,67,Warm
L0173,Quest Systems,Manufacturing,1-50,1,Gurgaon,Cold Calling,Digital Transformation,12.3,False,2026-01-25,2026-01,Contacted,2,Follow-up Required,2026-09-23,Upcoming,0.0,SR03,,No,Open,2,0,2,0,0,5,2026-03-30,173,0,5,6,0,0,10,0,21,Cold
L0174,Nexora Retail Tech,E-commerce,201-500,3,Pune,Cold Calling,Software Development,175.5,False,2026-01-25,2026-01,Meeting,4,Waiting for Response,2026-09-19,Due Today,0.0,SR09,,No,Open,1,0,2,1,0,8,2026-04-07,165,10,10,3,0,0,10,5,38,Cold
L0175,Wavelet Group,Healthcare,501-1000,4,Pune,Cold Calling,Digital Transformation,274.5,False,2026-01-25,2026-01,Contacted,2,Waiting for Response,2026-10-10,Upcoming,0.0,SR09,,No,Open,2,0,2,0,0,4,2026-03-11,192,15,15,6,0,0,10,0,46,Cold
L0176,Himalaya Technologies,Healthcare,501-1000,4,Hyderabad,Email Campaign,Software Development,224.8,False,2026-01-25,2026-01,Proposal,5,Waiting for Response,2026-09-19,Due Today,0.0,SR08,2020000,No,Open,5,1,4,2,2,15,2026-04-23,149,15,15,10,5,20,4,10,79,Warm
L0177,Oasis Finserv,FinTech,1-50,1,Noida,Referral,Cybersecurity,4.9,False,2026-01-25,2026-01,Qualified,3,Not Interested,,No Follow-up Needed,0.0,SR01,,No,Lost,3,1,1,0,0,6,2026-04-13,159,0,0,6,5,0,10,0,21,Cold
L0178,Ridge Networks,Healthcare,1-50,1,Chennai,Website,Cloud Services,8.3,False,2026-01-26,2026-01,Qualified,3,Waiting for Response,2026-09-21,Upcoming,0.0,SR08,,No,Open,1,1,3,0,0,5,2026-04-18,154,0,0,3,5,0,4,0,12,Cold
L0179,Quantum Cargo,Logistics,51-200,2,Jaipur,Cold Calling,Digital Transformation,51.0,False,2026-01-26,2026-01,Contacted,2,Not Interested,,No Follow-up Needed,0.0,SR10,,No,Lost,1,1,2,0,0,4,2026-04-09,163,5,10,3,5,0,10,0,33,Cold
L0180,Vista Care Systems,Healthcare,201-500,3,Chennai,Google Search,Cybersecurity,126.3,False,2026-01-26,2026-01,Qualified,3,Follow-up Required,2026-09-03,Overdue,16.0,SR08,,No,Open,0,2,1,0,0,3,2026-04-15,157,10,10,0,10,0,10,0,40,Cold
L0181,Flux Solutions,SaaS,201-500,3,Pune,LinkedIn,Digital Transformation,94.3,False,2026-01-26,2026-01,Qualified,3,Waiting for Response,2026-09-04,Overdue,15.0,SR02,,No,Open,0,1,3,0,0,5,2026-03-27,176,10,10,0,5,0,4,0,29,Cold
L0182,Gravity Group,Education,1-50,1,Pune,Cold Calling,Cloud Services,3.6,False,2026-01-26,2026-01,New,1,Follow-up Required,2026-09-19,Due Today,0.0,SR06,,No,Open,1,0,0,0,0,1,,,0,0,3,0,0,4,0,7,Cold
L0183,Bolt Technologies,Healthcare,1-50,1,Hyderabad,Cold Calling,Cloud Services,4.3,False,2026-01-26,2026-01,Contacted,2,Waiting for Response,2026-10-08,Upcoming,0.0,SR08,,No,Open,2,1,1,1,0,4,2026-04-22,150,0,0,6,5,0,4,5,20,Cold
L0184,Lakshya Industries,Logistics,201-500,3,Delhi,Email Campaign,Digital Transformation,65.4,False,2026-01-26,2026-01,New,1,Follow-up Required,2026-10-07,Upcoming,0.0,SR10,,No,Open,2,0,0,0,0,2,,,10,10,6,0,0,10,0,36,Cold
L0185,Mantra Networks,SaaS,1000+,5,Noida,Cold Calling,DevOps,996.2,False,2026-01-26,2026-01,New,1,Follow-up Required,2026-09-24,Upcoming,0.0,SR01,,No,Open,1,0,0,0,0,1,,,20,20,3,0,0,10,0,53,Cold
L0186,Vista Industries,FinTech,1-50,1,Delhi,Cold Calling,Digital Transformation,8.4,False,2026-01-27,2026-01,Contacted,2,Contacted,2026-10-08,Upcoming,0.0,SR03,,No,Open,2,1,2,0,0,5,2026-04-21,151,0,0,6,5,0,4,0,15,Cold
L0187,Crest Softech,SaaS,201-500,3,Ahmedabad,Referral,Digital Transformation,99.4,False,2026-01-27,2026-01,Qualified,3,Waiting for Response,2026-10-08,Upcoming,0.0,SR09,,No,Open,1,2,2,1,0,5,2026-04-08,164,10,10,3,10,0,4,5,42,Cold
L0188,Xenon Industries,SaaS,1-50,1,Hyderabad,LinkedIn,Software Development,12.1,False,2026-01-27,2026-01,New,1,Follow-up Required,2026-09-29,Upcoming,0.0,SR08,,No,Open,0,0,0,0,0,0,,,0,5,0,0,0,4,0,9,Cold
L0189,Titan Payments,FinTech,51-200,2,Chennai,LinkedIn,Cybersecurity,51.7,False,2026-01-27,2026-01,Meeting,4,Not Interested,,No Follow-up Needed,0.0,SR07,,No,Lost,1,1,3,1,2,9,2026-04-26,146,5,10,3,5,20,10,5,58,Cold
L0190,Orbit Global,Retail,501-1000,4,Delhi,Cold Calling,Software Development,301.8,False,2026-01-27,2026-01,New,1,Follow-up Required,2026-10-10,Upcoming,0.0,SR01,,No,Open,1,0,0,0,0,1,,,15,15,3,0,0,4,0,37,Cold
L0191,Orbit Softech,Healthcare,51-200,2,Delhi,Cold Calling,Cybersecurity,23.8,False,2026-01-27,2026-01,New,1,Follow-up Required,2026-09-22,Upcoming,0.0,SR05,,No,Open,2,0,0,0,0,2,,,5,5,6,0,0,10,0,26,Cold
L0192,Lakshya Stores,Retail,201-500,3,Bengaluru,Cold Calling,Digital Transformation,189.5,False,2026-01-28,2026-01,New,1,Follow-up Required,2026-10-06,Upcoming,0.0,SR08,,No,Open,1,0,0,0,0,1,,,10,10,3,0,0,10,0,33,Cold
